Plate,Well,Sample,Target,CT,Quantity,log10Q
20,D1,A Stand,A,30.89057541,16000,4.204119983
20,D2,A Stand,A,30.22401237,16000,4.204119983
21,D1,A Stand,A,29.98767853,16000,4.204119983
21,D2,A Stand,A,29.74551773,16000,4.204119983
22,D1,A Stand,A,29.82522011,16000,4.204119983
22,D2,A Stand,A,29.39471626,16000,4.204119983
23,D1,A Stand,A,29.98076248,16000,4.204119983
23,D2,A Stand,A,28.6895752,16000,4.204119983
24,D1,A Stand,A,,16000,4.204119983
24,D2,A Stand,A,28.87747192,16000,4.204119983
25,D1,A Stand,A,29.81658173,16000,4.204119983
25,D2,A Stand,A,28.87821579,16000,4.204119983
26,D1,A Stand,A,30.5306015,16000,4.204119983
26,D2,A Stand,A,28.70520592,16000,4.204119983
27,D1,A Stand,A,29.56665421,16000,4.204119983
27,D2,A Stand,A,28.73461914,16000,4.204119983
28,D1,A Stand,A,29.63783646,16000,4.204119983
28,D2,A Stand,A,28.9531517,16000,4.204119983
29,D1,A Stand,A,30.30343628,16000,4.204119983
29,D2,A Stand,A,28.72488022,16000,4.204119983
30,D1,A Stand,A,29.85527802,16000,4.204119983
30,D2,A Stand,A,28.84409904,16000,4.204119983
31,D1,A Stand,A,30.98151016,16000,4.204119983
31,D2,A Stand,A,30.14776421,16000,4.204119983
32,D1,A Stand,A,29.15247154,16000,4.204119983
32,D2,A Stand,A,29.20856667,16000,4.204119983
33,D1,A Stand,A,31.09035492,16000,4.204119983
33,D2,A Stand,A,29.58122635,16000,4.204119983
34,D1,A Stand,A,30.19672203,16000,4.204119983
34,D2,A Stand,A,29.87652206,16000,4.204119983
35,D1,A Stand,A,Undetermined,16000,4.204119983
35,D2,A Stand,A,Undetermined,16000,4.204119983
36,C1,A Stand,A,31.56830025,16000,4.204119983
36,C2,A Stand,A,30.76006699,16000,4.204119983
38,C1,A Stand,A,29.9756546,16000,4.204119983
38,C2,A Stand,A,29.93074799,16000,4.204119983
39,C1,A Stand,A,30.14347649,16000,4.204119983
39,C2,A Stand,A,28.83650589,16000,4.204119983
40,C1,A Stand,A,30.91691208,16000,4.204119983
40,C2,A Stand,A,29.78619957,16000,4.204119983
37,C1,A Stand,A,29.04332924,16000,4.204119983
37,C2,A Stand,A,29.29569435,16000,4.204119983
41,C1,A Stand,A,30.48946762,16000,4.204119983
41,C2,A Stand,A,30.35168076,16000,4.204119983
43,C1,A Stand,A,29.84022331,16000,4.204119983
43,C2,A Stand,A,29.91594315,16000,4.204119983
44,C1,A Stand,A,29.80884552,16000,4.204119983
44,C2,A Stand,A,29.57970238,16000,4.204119983
2,E3,B Stand,B,35.02711868,16000,4.204119983
2,E4,B Stand,B,34.54183578,16000,4.204119983
3,E3,B Stand,B,,16000,4.204119983
3,E4,B Stand,B,34.5557518,16000,4.204119983
4,D3,B Stand,B,33.32795334,16000,4.204119983
4,D4,B Stand,B,33.43502045,16000,4.204119983
5,D3,B Stand,B,33.0943718,16000,4.204119983
5,D4,B Stand,B,33.31774139,16000,4.204119983
6,D3,B Stand,B,34.24011993,16000,4.204119983
6,D4,B Stand,B,33.4902153,16000,4.204119983
7,D3,B Stand,B,33.69607544,16000,4.204119983
7,D4,B Stand,B,33.29498672,16000,4.204119983
8,D3,B Stand,B,32.86084366,16000,4.204119983
8,D4,B Stand,B,32.86423111,16000,4.204119983
9,D3,B Stand,B,33.71734619,16000,4.204119983
9,D4,B Stand,B,33.57422256,16000,4.204119983
10,D3,B Stand,B,34.44421005,16000,4.204119983
10,D4,B Stand,B,33.80899048,16000,4.204119983
11,D3,B Stand,B,31.94006538,16000,4.204119983
11,D4,B Stand,B,31.62472916,16000,4.204119983
12,D3,B Stand,B,32.31911469,16000,4.204119983
12,D4,B Stand,B,32.90174103,16000,4.204119983
13,D3,B Stand,B,Undetermined,16000,4.204119983
13,D4,B Stand,B,Undetermined,16000,4.204119983
14,D3,B Stand,B,35.50203705,16000,4.204119983
14,D4,B Stand,B,34.91101837,16000,4.204119983
15,D3,B Stand,B,36.52132416,16000,4.204119983
15,D4,B Stand,B,34.98250198,16000,4.204119983
16,D3,B Stand,B,34.68664932,16000,4.204119983
16,D4,B Stand,B,34.4794426,16000,4.204119983
17,D3,B Stand,B,34.95114899,16000,4.204119983
17,D4,B Stand,B,34.53022003,16000,4.204119983
18,D3,B Stand,B,,16000,4.204119983
18,D4,B Stand,B,34.99581146,16000,4.204119983
19,D3,B Stand,B,33.75205612,16000,4.204119983
19,D4,B Stand,B,34.09489822,16000,4.204119983
20,D3,B Stand,B,34.76599121,16000,4.204119983
20,D4,B Stand,B,34.48356628,16000,4.204119983
21,D3,B Stand,B,33.41928101,16000,4.204119983
21,D4,B Stand,B,33.08623123,16000,4.204119983
22,D3,B Stand,B,32.77367783,16000,4.204119983
22,D4,B Stand,B,32.84791565,16000,4.204119983
23,D3,B Stand,B,32.1952095,16000,4.204119983
23,D4,B Stand,B,33.18987656,16000,4.204119983
24,D3,B Stand,B,32.71740723,16000,4.204119983
24,D4,B Stand,B,33.03041458,16000,4.204119983
25,D3,B Stand,B,33.85322571,16000,4.204119983
25,D4,B Stand,B,33.13320923,16000,4.204119983
26,D3,B Stand,B,32.33817673,16000,4.204119983
26,D4,B Stand,B,32.76385117,16000,4.204119983
27,D3,B Stand,B,32.36807251,16000,4.204119983
27,D4,B Stand,B,32.66012573,16000,4.204119983
28,D3,B Stand,B,33.08093262,16000,4.204119983
28,D4,B Stand,B,32.699646,16000,4.204119983
29,D3,B Stand,B,32.64197159,16000,4.204119983
29,D4,B Stand,B,32.75920868,16000,4.204119983
30,D3,B Stand,B,32.61309052,16000,4.204119983
30,D4,B Stand,B,32.58592606,16000,4.204119983
31,D3,B Stand,B,33.69672394,16000,4.204119983
31,D4,B Stand,B,34.06972885,16000,4.204119983
32,D3,B Stand,B,32.71422958,16000,4.204119983
32,D4,B Stand,B,32.40586853,16000,4.204119983
33,D3,B Stand,B,32.72084045,16000,4.204119983
33,D4,B Stand,B,33.12753677,16000,4.204119983
34,D3,B Stand,B,33.30024338,16000,4.204119983
34,D4,B Stand,B,32.75357056,16000,4.204119983
35,D3,B Stand,B,32.44755936,16000,4.204119983
35,D4,B Stand,B,32.49452972,16000,4.204119983
36,D3,B Stand,B,34.00706863,16000,4.204119983
36,D4,B Stand,B,33.51491165,16000,4.204119983
38,D3,B Stand,B,32.79059982,16000,4.204119983
38,D4,B Stand,B,32.51298523,16000,4.204119983
39,D3,B Stand,B,31.89333153,16000,4.204119983
39,D4,B Stand,B,32.42303848,16000,4.204119983
40,D3,B Stand,B,33.27565384,16000,4.204119983
40,D4,B Stand,B,33.12126541,16000,4.204119983
37,D3,B Stand,B,33.6270256,16000,4.204119983
37,D4,B Stand,B,33.70938873,16000,4.204119983
42,D1,B Stand,B,36.46909714,16000,4.204119983
42,D2,B Stand,B,34.46273422,16000,4.204119983
43,D3,B Stand,B,33.76331711,16000,4.204119983
43,D4,B Stand,B,33.95448685,16000,4.204119983
44,D3,B Stand,B,32.93664169,16000,4.204119983
44,D4,B Stand,B,33.24901199,16000,4.204119983
2,E5,D Stand,D,26.41995811,16000,4.204119983
2,E6,D Stand,D,26.56803513,16000,4.204119983
3,E5,D Stand,D,,16000,4.204119983
3,E6,D Stand,D,26.51708603,16000,4.204119983
4,D5,D Stand,D,26.49836922,16000,4.204119983
4,D6,D Stand,D,26.81227875,16000,4.204119983
5,D5,D Stand,D,26.69493484,16000,4.204119983
5,D6,D Stand,D,26.2961235,16000,4.204119983
6,D5,D Stand,D,26.37231255,16000,4.204119983
6,D6,D Stand,D,26.63223267,16000,4.204119983
7,D5,D Stand,D,26.70855904,16000,4.204119983
7,D6,D Stand,D,26.78831673,16000,4.204119983
8,D5,D Stand,D,26.6268177,16000,4.204119983
8,D6,D Stand,D,26.65719795,16000,4.204119983
9,D5,D Stand,D,27.12887573,16000,4.204119983
9,D6,D Stand,D,26.88726807,16000,4.204119983
10,D5,D Stand,D,26.91360855,16000,4.204119983
10,D6,D Stand,D,26.47513771,16000,4.204119983
11,D5,D Stand,D,26.49467278,16000,4.204119983
11,D6,D Stand,D,26.68642426,16000,4.204119983
12,D5,D Stand,D,26.60059547,16000,4.204119983
12,D6,D Stand,D,26.82370186,16000,4.204119983
13,D5,D Stand,D,Undetermined,16000,4.204119983
13,D6,D Stand,D,Undetermined,16000,4.204119983
14,D5,D Stand,D,27.31394958,16000,4.204119983
14,D6,D Stand,D,27.30064774,16000,4.204119983
15,D5,D Stand,D,27.51106453,16000,4.204119983
15,D6,D Stand,D,27.32092285,16000,4.204119983
16,D5,D Stand,D,26.94143295,16000,4.204119983
16,D6,D Stand,D,27.40312004,16000,4.204119983
17,D5,D Stand,D,27.11815262,16000,4.204119983
17,D6,D Stand,D,27.55515862,16000,4.204119983
18,D5,D Stand,D,26.54380608,16000,4.204119983
18,D6,D Stand,D,27.05053902,16000,4.204119983
19,D5,D Stand,D,26.88313675,16000,4.204119983
19,D6,D Stand,D,27.00955582,16000,4.204119983
20,D5,D Stand,D,26.84273529,16000,4.204119983
20,D6,D Stand,D,26.84789467,16000,4.204119983
21,D5,D Stand,D,26.88061905,16000,4.204119983
21,D6,D Stand,D,26.50565529,16000,4.204119983
22,D5,D Stand,D,26.55972481,16000,4.204119983
22,D6,D Stand,D,26.75893974,16000,4.204119983
23,D5,D Stand,D,26.68680763,16000,4.204119983
23,D6,D Stand,D,26.73154068,16000,4.204119983
24,D5,D Stand,D,26.42917824,16000,4.204119983
24,D6,D Stand,D,26.33116913,16000,4.204119983
25,D5,D Stand,D,26.89487076,16000,4.204119983
25,D6,D Stand,D,26.39812851,16000,4.204119983
26,D5,D Stand,D,26.89340973,16000,4.204119983
26,D6,D Stand,D,26.72860527,16000,4.204119983
27,D5,D Stand,D,26.95728302,16000,4.204119983
27,D6,D Stand,D,27.10447502,16000,4.204119983
28,D5,D Stand,D,26.8012085,16000,4.204119983
28,D6,D Stand,D,26.61593819,16000,4.204119983
29,D5,D Stand,D,26.46120071,16000,4.204119983
29,D6,D Stand,D,26.29380035,16000,4.204119983
30,D5,D Stand,D,26.61773109,16000,4.204119983
30,D6,D Stand,D,26.33477592,16000,4.204119983
31,D5,D Stand,D,26.38335037,16000,4.204119983
31,D6,D Stand,D,26.71428871,16000,4.204119983
32,D5,D Stand,D,26.60441589,16000,4.204119983
32,D6,D Stand,D,25.84837723,16000,4.204119983
33,D5,D Stand,D,26.49066353,16000,4.204119983
33,D6,D Stand,D,27.13512993,16000,4.204119983
34,D5,D Stand,D,26.6038456,16000,4.204119983
34,D6,D Stand,D,26.3996563,16000,4.204119983
35,D5,D Stand,D,26.81779289,16000,4.204119983
35,D6,D Stand,D,27.03216934,16000,4.204119983
36,D5,D Stand,D,26.77879906,16000,4.204119983
36,D6,D Stand,D,26.4250412,16000,4.204119983
38,D5,D Stand,D,26.64674377,16000,4.204119983
38,D6,D Stand,D,26.69098854,16000,4.204119983
39,D5,D Stand,D,26.59356689,16000,4.204119983
39,D6,D Stand,D,26.53227615,16000,4.204119983
40,D5,D Stand,D,26.6404171,16000,4.204119983
40,D6,D Stand,D,26.70218277,16000,4.204119983
37,D5,D Stand,D,26.47713089,16000,4.204119983
37,D6,D Stand,D,26.26953125,16000,4.204119983
42,D7,D Stand,D,26.75660515,16000,4.204119983
42,D8,D Stand,D,26.62388802,16000,4.204119983
43,D5,D Stand,D,26.6897316,16000,4.204119983
43,D6,D Stand,D,26.84268188,16000,4.204119983
44,D5,D Stand,D,26.51216698,16000,4.204119983
44,D6,D Stand,D,26.07614899,16000,4.204119983
2,F1,A Stand,A,,32000,4.505149978
2,F2,A Stand,A,28.8454895,32000,4.505149978
3,F1,A Stand,A,28.91545105,32000,4.505149978
3,F2,A Stand,A,,32000,4.505149978
4,E1,A Stand,A,27.62105179,32000,4.505149978
4,E2,A Stand,A,27.70613098,32000,4.505149978
5,E1,A Stand,A,27.83857346,32000,4.505149978
5,E2,A Stand,A,27.83880615,32000,4.505149978
6,E1,A Stand,A,28.2107296,32000,4.505149978
6,E2,A Stand,A,27.5328064,32000,4.505149978
7,E1,A Stand,A,27.83533478,32000,4.505149978
7,E2,A Stand,A,28.38163376,32000,4.505149978
8,E1,A Stand,A,28.08714676,32000,4.505149978
8,E2,A Stand,A,27.62724686,32000,4.505149978
9,E1,A Stand,A,28.27587509,32000,4.505149978
9,E2,A Stand,A,28.40442657,32000,4.505149978
10,E1,A Stand,A,27.866045,32000,4.505149978
10,E2,A Stand,A,27.05698967,32000,4.505149978
11,E1,A Stand,A,28.32962418,32000,4.505149978
11,E2,A Stand,A,27.94934082,32000,4.505149978
12,E1,A Stand,A,28.6887455,32000,4.505149978
12,E2,A Stand,A,28.25973129,32000,4.505149978
13,E1,A Stand,A,28.82317352,32000,4.505149978
13,E2,A Stand,A,28.81365585,32000,4.505149978
14,E1,A Stand,A,28.32388496,32000,4.505149978
14,E2,A Stand,A,27.70515251,32000,4.505149978
15,E1,A Stand,A,28.71818352,32000,4.505149978
15,E2,A Stand,A,28.35814476,32000,4.505149978
16,E1,A Stand,A,28.80481339,32000,4.505149978
16,E2,A Stand,A,28.22309113,32000,4.505149978
17,E1,A Stand,A,29.38027573,32000,4.505149978
17,E2,A Stand,A,28.61509323,32000,4.505149978
18,E1,A Stand,A,28.77327538,32000,4.505149978
18,E2,A Stand,A,28.54628754,32000,4.505149978
19,E1,A Stand,A,29.19219017,32000,4.505149978
19,E2,A Stand,A,28.57639122,32000,4.505149978
20,E1,A Stand,A,28.92315674,32000,4.505149978
20,E2,A Stand,A,28.70570183,32000,4.505149978
21,E1,A Stand,A,28.18509293,32000,4.505149978
21,E2,A Stand,A,27.92220688,32000,4.505149978
22,E1,A Stand,A,28.00380707,32000,4.505149978
22,E2,A Stand,A,27.26918221,32000,4.505149978
23,E1,A Stand,A,27.85282135,32000,4.505149978
23,E2,A Stand,A,27.89454269,32000,4.505149978
24,E1,A Stand,A,28.51809502,32000,4.505149978
24,E2,A Stand,A,27.64374542,32000,4.505149978
25,E1,A Stand,A,28.07616425,32000,4.505149978
25,E2,A Stand,A,27.73111343,32000,4.505149978
26,E1,A Stand,A,27.63898468,32000,4.505149978
26,E2,A Stand,A,27.37010574,32000,4.505149978
27,E1,A Stand,A,27.37282944,32000,4.505149978
27,E2,A Stand,A,,32000,4.505149978
28,E1,A Stand,A,27.6705513,32000,4.505149978
28,E2,A Stand,A,27.16996765,32000,4.505149978
29,E1,A Stand,A,28.04553604,32000,4.505149978
29,E2,A Stand,A,27.3545742,32000,4.505149978
30,E1,A Stand,A,27.97965622,32000,4.505149978
30,E2,A Stand,A,27.30672646,32000,4.505149978
31,E1,A Stand,A,28.66480064,32000,4.505149978
31,E2,A Stand,A,28.25608635,32000,4.505149978
32,E1,A Stand,A,28.34705925,32000,4.505149978
32,E2,A Stand,A,27.78981781,32000,4.505149978
33,E1,A Stand,A,28.69452858,32000,4.505149978
33,E2,A Stand,A,28.25687599,32000,4.505149978
34,E1,A Stand,A,28.07408142,32000,4.505149978
34,E2,A Stand,A,27.88159561,32000,4.505149978
35,E1,A Stand,A,Undetermined,32000,4.505149978
35,E2,A Stand,A,Undetermined,32000,4.505149978
36,D1,A Stand,A,30.44499207,32000,4.505149978
36,D2,A Stand,A,29.41859245,32000,4.505149978
38,D1,A Stand,A,28.58834648,32000,4.505149978
38,D2,A Stand,A,28.40845871,32000,4.505149978
39,D1,A Stand,A,29.48816299,32000,4.505149978
39,D2,A Stand,A,27.79073334,32000,4.505149978
40,D1,A Stand,A,28.877882,32000,4.505149978
40,D2,A Stand,A,27.75014687,32000,4.505149978
37,D1,A Stand,A,28.44550514,32000,4.505149978
37,D2,A Stand,A,27.66160011,32000,4.505149978
41,D1,A Stand,A,30.06700516,32000,4.505149978
41,D2,A Stand,A,28.47716141,32000,4.505149978
43,D1,A Stand,A,28.82450676,32000,4.505149978
43,D2,A Stand,A,28.41427803,32000,4.505149978
44,D1,A Stand,A,29.50203896,32000,4.505149978
44,D2,A Stand,A,28.13201332,32000,4.505149978
2,F3,B Stand,B,,32000,4.505149978
2,F4,B Stand,B,33.70573807,32000,4.505149978
3,F3,B Stand,B,,32000,4.505149978
3,F4,B Stand,B,32.98508835,32000,4.505149978
4,E3,B Stand,B,32.68139648,32000,4.505149978
4,E4,B Stand,B,,32000,4.505149978
5,E3,B Stand,B,32.37408829,32000,4.505149978
5,E4,B Stand,B,31.58621597,32000,4.505149978
6,E3,B Stand,B,32.4617691,32000,4.505149978
6,E4,B Stand,B,,32000,4.505149978
7,E3,B Stand,B,31.87485886,32000,4.505149978
7,E4,B Stand,B,31.54618835,32000,4.505149978
8,E3,B Stand,B,32.10655212,32000,4.505149978
8,E4,B Stand,B,,32000,4.505149978
9,E3,B Stand,B,32.73248291,32000,4.505149978
9,E4,B Stand,B,33.61062241,32000,4.505149978
10,E3,B Stand,B,33.15187073,32000,4.505149978
10,E4,B Stand,B,32.94987106,32000,4.505149978
11,E3,B Stand,B,30.81420135,32000,4.505149978
11,E4,B Stand,B,31.92599869,32000,4.505149978
12,E3,B Stand,B,31.85861778,32000,4.505149978
12,E4,B Stand,B,31.73042679,32000,4.505149978
13,E3,B Stand,B,Undetermined,32000,4.505149978
13,E4,B Stand,B,Undetermined,32000,4.505149978
14,E3,B Stand,B,33.41525269,32000,4.505149978
14,E4,B Stand,B,33.65936661,32000,4.505149978
15,E3,B Stand,B,33.27321243,32000,4.505149978
15,E4,B Stand,B,32.51024246,32000,4.505149978
16,E3,B Stand,B,32.74463654,32000,4.505149978
16,E4,B Stand,B,32.9838295,32000,4.505149978
17,E3,B Stand,B,33.67817307,32000,4.505149978
17,E4,B Stand,B,33.98385239,32000,4.505149978
18,E3,B Stand,B,33.36490631,32000,4.505149978
18,E4,B Stand,B,32.91804886,32000,4.505149978
19,E3,B Stand,B,33.57780457,32000,4.505149978
19,E4,B Stand,B,32.99973297,32000,4.505149978
20,E3,B Stand,B,34.55432892,32000,4.505149978
20,E4,B Stand,B,34.16492081,32000,4.505149978
21,E3,B Stand,B,32.07952881,32000,4.505149978
21,E4,B Stand,B,31.69921494,32000,4.505149978
22,E3,B Stand,B,31.900177,32000,4.505149978
22,E4,B Stand,B,31.92480469,32000,4.505149978
23,E3,B Stand,B,31.78670883,32000,4.505149978
23,E4,B Stand,B,31.51976776,32000,4.505149978
24,E3,B Stand,B,32.35921478,32000,4.505149978
24,E4,B Stand,B,31.91542053,32000,4.505149978
25,E3,B Stand,B,32.28742981,32000,4.505149978
25,E6,B Stand,B,32.19997787,32000,4.505149978
26,E3,B Stand,B,32.25057983,32000,4.505149978
26,E4,B Stand,B,31.63364792,32000,4.505149978
27,E3,B Stand,B,31.7197113,32000,4.505149978
27,E4,B Stand,B,,32000,4.505149978
28,E3,B Stand,B,31.63938904,32000,4.505149978
28,E4,B Stand,B,31.65840912,32000,4.505149978
29,E3,B Stand,B,,32000,4.505149978
29,E4,B Stand,B,,32000,4.505149978
30,E3,B Stand,B,30.54769707,32000,4.505149978
30,E4,B Stand,B,30.60713768,32000,4.505149978
31,E3,B Stand,B,,32000,4.505149978
31,E4,B Stand,B,32.79197693,32000,4.505149978
32,E3,B Stand,B,31.70262718,32000,4.505149978
32,E4,B Stand,B,31.52960968,32000,4.505149978
33,E3,B Stand,B,32.4623642,32000,4.505149978
33,E4,B Stand,B,32.53001785,32000,4.505149978
34,E3,B Stand,B,32.5475235,32000,4.505149978
34,E4,B Stand,B,31.96385956,32000,4.505149978
35,E3,B Stand,B,31.5712204,32000,4.505149978
35,E4,B Stand,B,32.50841904,32000,4.505149978
36,E3,B Stand,B,32.68474197,32000,4.505149978
36,E4,B Stand,B,32.39770126,32000,4.505149978
38,E3,B Stand,B,30.91423225,32000,4.505149978
38,E4,B Stand,B,30.35832977,32000,4.505149978
39,E3,B Stand,B,30.14133072,32000,4.505149978
39,E4,B Stand,B,31.71782303,32000,4.505149978
40,E3,B Stand,B,31.46383286,32000,4.505149978
40,E4,B Stand,B,32.26398087,32000,4.505149978
37,E3,B Stand,B,31.79113579,32000,4.505149978
37,E4,B Stand,B,30.63451385,32000,4.505149978
2,F5,D Stand,D,25.33086014,32000,4.505149978
2,F6,D Stand,D,25.34452629,32000,4.505149978
3,F5,D Stand,D,,32000,4.505149978
3,F6,D Stand,D,25.23950386,32000,4.505149978
4,E5,D Stand,D,25.67194176,32000,4.505149978
4,E6,D Stand,D,25.32114983,32000,4.505149978
5,E5,D Stand,D,25.20461655,32000,4.505149978
5,E6,D Stand,D,25.30598068,32000,4.505149978
6,E5,D Stand,D,25.19163132,32000,4.505149978
6,E6,D Stand,D,25.18677521,32000,4.505149978
7,E5,D Stand,D,25.27280617,32000,4.505149978
7,E6,D Stand,D,24.95429802,32000,4.505149978
8,E5,D Stand,D,25.32636261,32000,4.505149978
8,E6,D Stand,D,25.23974228,32000,4.505149978
9,E5,D Stand,D,25.28840256,32000,4.505149978
9,E6,D Stand,D,25.23837662,32000,4.505149978
10,E5,D Stand,D,25.43144035,32000,4.505149978
10,E6,D Stand,D,25.35503006,32000,4.505149978
11,E5,D Stand,D,24.77119255,32000,4.505149978
11,E6,D Stand,D,24.87870407,32000,4.505149978
12,E5,D Stand,D,,32000,4.505149978
12,E6,D Stand,D,25.29578972,32000,4.505149978
13,E5,D Stand,D,Undetermined,32000,4.505149978
13,E6,D Stand,D,Undetermined,32000,4.505149978
14,E5,D Stand,D,25.42830276,32000,4.505149978
14,E6,D Stand,D,25.4950943,32000,4.505149978
15,E5,D Stand,D,23.98929977,32000,4.505149978
15,E6,D Stand,D,24.94617653,32000,4.505149978
16,E5,D Stand,D,25.36757278,32000,4.505149978
16,E6,D Stand,D,25.72056389,32000,4.505149978
17,E5,D Stand,D,25.71234703,32000,4.505149978
17,E6,D Stand,D,25.68448448,32000,4.505149978
18,E5,D Stand,D,25.68185043,32000,4.505149978
18,E6,D Stand,D,25.54948997,32000,4.505149978
19,E5,D Stand,D,25.46269608,32000,4.505149978
19,E6,D Stand,D,25.55485725,32000,4.505149978
20,E5,D Stand,D,25.6465416,32000,4.505149978
20,E6,D Stand,D,25.79783058,32000,4.505149978
21,E5,D Stand,D,25.32463264,32000,4.505149978
21,E6,D Stand,D,24.93287468,32000,4.505149978
22,E5,D Stand,D,25.28058624,32000,4.505149978
22,E6,D Stand,D,25.07341576,32000,4.505149978
23,E5,D Stand,D,24.94202042,32000,4.505149978
23,E6,D Stand,D,25.29670715,32000,4.505149978
24,E5,D Stand,D,25.00364113,32000,4.505149978
24,E6,D Stand,D,24.95425224,32000,4.505149978
25,E4,D Stand,D,25.21262932,32000,4.505149978
25,E5,D Stand,D,25.13627434,32000,4.505149978
26,E5,D Stand,D,25.30494499,32000,4.505149978
26,E6,D Stand,D,25.3623867,32000,4.505149978
27,E5,D Stand,D,25.22585297,32000,4.505149978
27,E6,D Stand,D,25.26602554,32000,4.505149978
28,E5,D Stand,D,24.88799858,32000,4.505149978
28,E6,D Stand,D,25.38987732,32000,4.505149978
29,E5,D Stand,D,25.28416252,32000,4.505149978
29,E6,D Stand,D,25.13102341,32000,4.505149978
30,E5,D Stand,D,25.42487526,32000,4.505149978
30,E6,D Stand,D,24.97198296,32000,4.505149978
31,E5,D Stand,D,25.33315468,32000,4.505149978
31,E6,D Stand,D,24.95253944,32000,4.505149978
32,E5,D Stand,D,24.98035622,32000,4.505149978
32,E6,D Stand,D,24.95313644,32000,4.505149978
33,E5,D Stand,D,24.9398365,32000,4.505149978
33,E6,D Stand,D,25.31041527,32000,4.505149978
34,E5,D Stand,D,25.43141937,32000,4.505149978
34,E6,D Stand,D,25.17905807,32000,4.505149978
35,E5,D Stand,D,25.27988052,32000,4.505149978
35,E6,D Stand,D,24.87912178,32000,4.505149978
36,E5,D Stand,D,25.17584229,32000,4.505149978
36,E6,D Stand,D,24.98609352,32000,4.505149978
38,E5,D Stand,D,25.16819191,32000,4.505149978
38,E6,D Stand,D,25.21684074,32000,4.505149978
39,E5,D Stand,D,24.88259506,32000,4.505149978
39,E6,D Stand,D,25.31790161,32000,4.505149978
40,E5,D Stand,D,25.34142303,32000,4.505149978
40,E6,D Stand,D,25.45145988,32000,4.505149978
37,E5,D Stand,D,25.00679588,32000,4.505149978
37,E6,D Stand,D,25.15127754,32000,4.505149978
42,E7,D Stand,D,25.07119179,32000,4.505149978
42,E8,D Stand,D,24.98391151,32000,4.505149978
43,E5,D Stand,D,25.27244186,32000,4.505149978
43,E6,D Stand,D,25.29411507,32000,4.505149978
44,E5,D Stand,D,25.32139969,32000,4.505149978
44,E6,D Stand,D,25.35842514,32000,4.505149978
2,G1,A Stand,A,,64000,4.806179974
2,G2,A Stand,A,27.17352104,64000,4.806179974
3,G1,A Stand,A,27.74952316,64000,4.806179974
3,G2,A Stand,A,,64000,4.806179974
4,F1,A Stand,A,26.97665977,64000,4.806179974
4,F2,A Stand,A,27.47496414,64000,4.806179974
5,F1,A Stand,A,26.78087807,64000,4.806179974
5,F2,A Stand,A,26.58675575,64000,4.806179974
6,F1,A Stand,A,26.81005096,64000,4.806179974
6,F2,A Stand,A,26.83521843,64000,4.806179974
7,F1,A Stand,A,26.83357048,64000,4.806179974
7,F2,A Stand,A,26.57878113,64000,4.806179974
8,F1,A Stand,A,26.69952774,64000,4.806179974
8,F2,A Stand,A,26.39991951,64000,4.806179974
9,F1,A Stand,A,27.50292397,64000,4.806179974
9,F2,A Stand,A,26.66605759,64000,4.806179974
10,F1,A Stand,A,26.88365555,64000,4.806179974
10,F2,A Stand,A,26.30397987,64000,4.806179974
11,F1,A Stand,A,26.80406952,64000,4.806179974
11,F2,A Stand,A,,64000,4.806179974
12,F1,A Stand,A,27.02243233,64000,4.806179974
12,F2,A Stand,A,26.56207848,64000,4.806179974
13,F1,A Stand,A,27.65662003,64000,4.806179974
13,F2,A Stand,A,27.08472061,64000,4.806179974
14,F1,A Stand,A,27.22974777,64000,4.806179974
14,F2,A Stand,A,26.88971329,64000,4.806179974
15,F1,A Stand,A,26.94403267,64000,4.806179974
15,F2,A Stand,A,26.64387894,64000,4.806179974
16,F1,A Stand,A,27.81323242,64000,4.806179974
16,F2,A Stand,A,27.51772118,64000,4.806179974
17,F1,A Stand,A,,64000,4.806179974
17,F2,A Stand,A,27.40166664,64000,4.806179974
18,F1,A Stand,A,27.54670334,64000,4.806179974
18,F2,A Stand,A,26.7443409,64000,4.806179974
19,F1,A Stand,A,27.15067673,64000,4.806179974
19,F2,A Stand,A,26.91234779,64000,4.806179974
20,F1,A Stand,A,27.65809631,64000,4.806179974
20,F2,A Stand,A,27.18011856,64000,4.806179974
21,F1,A Stand,A,26.69798279,64000,4.806179974
21,F2,A Stand,A,26.17191505,64000,4.806179974
22,F1,A Stand,A,26.73015404,64000,4.806179974
22,F2,A Stand,A,25.93027878,64000,4.806179974
23,F1,A Stand,A,26.21445465,64000,4.806179974
23,F2,A Stand,A,25.90992355,64000,4.806179974
24,F1,A Stand,A,26.65491676,64000,4.806179974
24,F2,A Stand,A,26.12657738,64000,4.806179974
25,F1,A Stand,A,26.37967873,64000,4.806179974
25,F2,A Stand,A,25.90012741,64000,4.806179974
26,F1,A Stand,A,26.21237755,64000,4.806179974
26,F2,A Stand,A,25.97622681,64000,4.806179974
27,F1,A Stand,A,25.86639214,64000,4.806179974
27,F2,A Stand,A,25.75111198,64000,4.806179974
28,F1,A Stand,A,26.13434601,64000,4.806179974
28,F2,A Stand,A,25.74265289,64000,4.806179974
29,F1,A Stand,A,26.41703224,64000,4.806179974
29,F2,A Stand,A,,64000,4.806179974
30,F1,A Stand,A,25.77353477,64000,4.806179974
30,F2,A Stand,A,26.01054001,64000,4.806179974
31,F1,A Stand,A,27.56082535,64000,4.806179974
